53.28,44.0,44.0,46.0,44.0
53.28,43.0,42.0,43.0,43.0
53.28,43.0,43.0,44.0,43.0
t,e,m,p,.,t,x,t
t,e,m,p,.,t,x,t
53.34,47.0,44.0,47.0,45.0
53.34,47.0,44.0,47.0,45.0
